key,value,definition
sport,canadian_football,esport	=	futbol canadenc
sport,gaelic_football,esport	=	futbol gaèlic
sport,futsal,esport	=	futbol sala
sport,australian_football,esport	=	futbol_australià
sport,soccer;basketball,"esport	=	futbol, bàsquet"
sport,footballgolf,esport	=	futbolgolf
sport,table_soccer,esport	=	Futbolí
sport,batting_cage,esport	=	gàbia de batuda
sport,gaga,esport	=	gagà
sport,gymnastics,esport	=	gimnàstica
sport,golf,esport	=	golf
sport,cricket,esport	=	Grill
sport,handball,esport	=	handbol
sport,american_handball,esport	=	handbol americà
sport,hapkido,esport	=	hapkido
sport,hockey,esport	=	hoquei
sport,bandy,esport	=	hoquei amb pilota
sport,ice_hockey,esport	=	hoquei sobre gel
sport,field_hockey,esport	=	hoquei sobre herba
sport,roller_hockey,esport	=	hoquei sobre patins
sport,yoga,esport	=	ioga
sport,croquet,esport	=	joc de croquet
sport,shuffleboard,esport	=	joc de teix
sport,gaelic_games,esport	=	jocs_gaèlics
sport,judo,esport	=	judo
sport,karate,esport	=	karate
sport,karting,esport	=	kàrting
sport,kickboxing,esport	=	kickboxing
sport,krachtbal,esport	=	krachtbal
sport,lacrosse,esport	=	lacrosse
sport,horse_racing,esport	=	les curses de cavalls
sport,shot-put,esport	=	llançament de pes
sport,rugby_league,esport	=	Lliga de Rugby
sport,wrestling,esport	=	lluita
sport,miniature_golf,esport	=	minigolf
sport,model_aerodrome,esport	=	model_aeròdrom
sport,motocross,esport	=	motocròs
sport,motor,esport	=	motor
sport,multi,esport	=	multi
sport,swimming,esport	=	natació
sport,sailing,esport	=	navegació
sport,nine_mens_morris,esport	=	nou mens morris
sport,orienteering,esport	=	orientació
sport,paddle_tennis,esport	=	pàdel
sport,padel,esport	=	pàdel
sport,parachuting,esport	=	paracaigudisme
sport,paragliding,esport	=	parapent
sport,parkour,esport	=	parkour
sport,skating,esport	=	Patinatge
sport,ice_skating,esport	=	patinatge sobre gel
sport,roller_skating,esport	=	patinatge sobre rodes
sport,pesäpallo,esport	=	pesavall
sport,boules,esport	=	petanca
sport,petanque,esport	=	petanca
sport,pickeball,esport	=	pickeball
sport,pilates,esport	=	pilates
sport,pelota,esport	=	pilota basca
sport,balle_pelote,esport	=	Pilota de ball
sport,floorball,esport	=	pilota de pis
sport,korfball,esport	=	pilota korf
sport,obstacle_course,esport	=	pista d'obstacles
sport,speedway,esport	=	pista de carreres
sport,polo,esport	=	pol
sport,water_polo,esport	=	Pol aquàtic
sport,cycle_polo,esport	=	pol ciclista
sport,canoe_polo,esport	=	pol de canoa
sport,shooting_range,esport	=	rang de tret
sport,racquet,esport	=	raqueta
sport,rowing,esport	=	rem
sport,shooting/Archived_proposal,esport	=	rodatge/proposta arxivada
sport,rugby,esport	=	rugbi
sport,ski_jumping,esport	=	salt amb ski
sport,cliff_diving,esport	=	salt de penya-segat
sport,long_jump,esport	=	salt llarg
sport,rugby_union,esport	=	sindicat de rugbi
sport,skateboard,esport	=	skate
sport,snooker,esport	=	snooker
sport,softball,esport	=	sofbol
sport,scuba_diving,esport	=	submarinisme
sport,sumo,esport	=	summe
sport,surfing,esport	=	surf
sport,kitesurfing,esport	=	surf de vela
sport,taekwondo,esport	=	taekwondo
sport,tennis,esport	=	tennis
sport,table_tennis,esport	=	Tennis de taula
sport,tetherball,esport	=	tetherball
sport,archery,esport	=	tir a l'arc
sport,shooting,esport	=	tiroteig
sport,toboggan,esport	=	tobogan
sport,touch_football,esport	=	tocar futbol
sport,bullfighting,esport	=	toreig
sport,trampoline,esport	=	trampolí
sport,trugo,esport	=	truc
sport,ultimate,esport	=	últim
sport,dragon_boat,esport	=	vaixell de Drac
sport,free_flying,esport	=	vol_lliure
sport,volleyball,esport	=	vòleibol
sport,beachvolleyball,esport	=	voleibol de platja
sport,wakeboarding,esport	=	wakeboard
sport,windsurfing,esport	=	windsurf
sport,cricket_nets,esport	=	xarxes_cricket
sports,aikido,Esports	=	aikido
sports,athletics,Esports	=	atletisme
ski,no,esquí	=	no
health_facility:type,office,establiment de salut: tipus	=	oficina
station,funicular,estació	=	funicular
station,monorail,estació	=	monocarril
station,subway,estació	=	subterrani
station,light_rail,estació	=	Tren Lleuger
fitness_station,sit-up,estació de fitness	=	abdominals
signal_station,weather,estació de senyals	=	clima
signal_station,tide_scale,estació de senyals	=	escala de marees
signal_station,tide_gauge,estació de senyals	=	mareògraf
signal_station,bridge,estació de senyals	=	pont
signal_station,lock,estació de senyals	=	tancar
signal_station,telegraph,estació de senyals	=	telègraf
signal_station,traffic,estació de senyals	=	trànsit
signal_station,international_port_traffic,estació de senyals	=	trànsit portuari internacional
signal_station,firing,estació de senyals	=	tret
seasonal,dry_season,estacional	=	estació seca
seasonal,summer,estacional	=	estiu
seasonal,winter,estacional	=	hivern
seasonal,no,estacional	=	no
seasonal,spring;summer;autumn,estacional	=	primavera estiu Tardor
seasonal,wet_season,estacional	=	temporada humida
parking,on_kerb,estacionament	=	a la vorera
parking,layby,estacionament	=	apartat
parking,lane,estacionament	=	carril
parking,sheds,estacionament	=	coberts
parking,street_side,estacionament	=	costat del carrer
parking,carports,estacionament	=	cotxeres
parking,multi-storey,estacionament	=	de molts pisos
parking,garage,estacionament	=	garatge
parking,garage_boxes,estacionament	=	garatge_caixes
parking,no,estacionament	=	no
parking,rooftop,estacionament	=	sostre
parking,underground,estacionament	=	sota terra
parking,surface,estacionament	=	superfície
parking:right,lane,estacionament: dret	=	carril
parking:right,street_side,estacionament: dret	=	costat del carrer
parking:right,no,estacionament: dret	=	no
parking:left,lane,estacionament: esquerra	=	carril
parking:left,street_side,estacionament: esquerra	=	costat del carrer
parking:left,no,estacionament: esquerra	=	no
parking:orientation,diagonal,estacionament: orientació	=	diagonal
parking:orientation,parallel,estacionament: orientació	=	paral·lela
parking:orientation,perpendicular,estacionament: orientació	=	perpendicular
parking:lane:right,no_parking,estacionament:carril:dreta	=	No estacionar
parking:lane:right,parallel,estacionament:carril:dreta	=	paral·lela
parking:lane:right,no_stopping,estacionament:carril:dreta	=	sense parar
parking:lane:right:parallel,on_street,estacionament:carril:dreta:paral·lel	=	al carrer
parking:lane:left,no_parking,estacionament:carril:esquerra	=	No estacionar
parking:lane:left,parallel,estacionament:carril:esquerra	=	paral·lela
parking:lane:left,no_stopping,estacionament:carril:esquerra	=	sense parar
parking:lane:hgv,on_street,estacionament:carril:hgv	=	al carrer
parking:lane:both,diagonal,estacionament:carril:tots dos	=	diagonal
parking:lane:both,marked,estacionament:carril:tots dos	=	marcat
parking:lane:both,no,estacionament:carril:tots dos	=	no
parking:lane:both,no_parking,estacionament:carril:tots dos	=	No estacionar
parking:lane:both,parallel,estacionament:carril:tots dos	=	paral·lela
parking:lane:both,perpendicular,estacionament:carril:tots dos	=	perpendicular
parking:lane:both,no_stopping,estacionament:carril:tots dos	=	sense parar
parking:lane:both,separate,estacionament:carril:tots dos	=	separat
parking:lane:both:parallel,on_street,estacionament:carril:tots dos:paral·lel	=	al carrer
parking:condition:left,free,estacionament:condició:esquerra	=	lliure
parking:condition:right,free,estacionament:estat:correcte	=	lliure
parking:condition:both,free,estacionament:estat:tots dos	=	lliure
parking:both,lane,estacionament:tots dos	=	carril
parking:both,street_side,estacionament:tots dos	=	costat del carrer
parking:both,no,estacionament:tots dos	=	no
status,abandoned,estat	=	abandonat
listed_status,Grade_I,estat llistat	=	Grau I
operational_status,out_of_order,estat operatiu	=	fora de servei
operational_status,open,estat operatiu	=	obert
operational_status,operational,estat operatiu	=	Operacional
operational_status,closed,estat operatiu	=	tancat
official_status,ru:село,estat_oficial	=	ru: сел
official_status,ru:деревня,estat_oficial	=	ru:вёска
operational_status_quality,confirmed,estat_operacional_qualitat	=	confirmat
operational_status_quality,functional,estat_operatiu_qualitat	=	funcional
operational_status_quality,needs_maintenance,estat_operatiu_qualitat	=	necessita manteniment
operational_status_quality,unspecified,estat_operatiu_qualitat	=	no especificat
operational_status_quality,ok,estat_operatiu_qualitat	=	OK
operational_status_quality,restricted,estat_operatiu_qualitat	=	restringit
operational_status_quality,closed,estat_operatiu_qualitat	=	tancat
statue,animal,estàtua	=	animal
statue,equestrian,estàtua	=	eqüestre
statue,virgin,estàtua	=	verge
structure,lattice,estructura	=	enreixat
structure,solid,estructura	=	sòlid
structure,tubular,estructura	=	tubular
building:structure,plastered,Estructura de construcció	=	borratxo
building:structure,confined_masonary,Estructura de construcció	=	confinat_masonari
building:structure,confined_masonry,Estructura de construcció	=	maçoneria confinada
building:structure,reinforced_masonry,Estructura de construcció	=	maçoneria_reforçada
estuary,*,estuari	=	*
studio,audio,estudi	=	àudio
studio,radio,estudi	=	ràdio
studio,television,estudi	=	televisió
studio,video,estudi	=	vídeo
roof:height,3,etapes	=	*
ewmapa:warstwa,Przyziemie␣lub␣obrys␣budynku,ewmapa:warstwa	=
nuclear_explosion:country,*,explosió nuclear: país	=	*
state,alternate,Expressar	=	alterna
manufacturer,GE,fabricant	=	GE
manufacturer,Vestas,fabricant	=	Vesta
faculty,aerospace,facultat	=	aeroespacial
faculty,engineering,facultat	=	Enginyeria
headlight,required,far	=	requerit
flour_fortified,no,farina_fortificada	=	no
railway,*,ferrocarril	=	*
railway,abandoned,ferrocarril	=	abandonat
railway,hirail_access,ferrocarril	=	accés hirail
railway,razed,ferrocarril	=	arrasat
railway,halt,ferrocarril	=	aturar
railway,stop,ferrocarril	=	atureu-vos
railway,crossing_box,ferrocarril	=	caixa d'encreuament
railway,signal_box,ferrocarril	=	caixa de senyal
railway,owner_change,ferrocarril	=	canvi de propietari
railway,switch,ferrocarril	=	canviar
railway,rail,ferrocarril	=	carril
railway,fuel,ferrocarril	=	combustible
railway,construction,ferrocarril	=	construcció
railway,container_terminal,ferrocarril	=	contenidor terminal
railway,crossing_controller,ferrocarril	=	controlador d'encreuament
railway,gauge_conversion,ferrocarril	=	conversió de calibre
railway,dismantled,ferrocarril	=	desmantellat
railway,defect_detector,ferrocarril	=	detector de defectes
railway,diamond,ferrocarril	=	diamant
railway,ventilation_shaft,ferrocarril	=	ducte de ventilació
railway,disused,ferrocarril	=	en desús
railway,crossing,ferrocarril	=	encreuament
railway,railway_crossing,ferrocarril	=	encreuament ferroviari
railway,train_station_entrance,ferrocarril	=	entrada_estació_de_tren
railway,subway_entrance,ferrocarril	=	entrada_metro
railway,obliterated,ferrocarril	=	esborrat
railway,track_scale,ferrocarril	=	escala de pista
railway,station,ferrocarril	=	estació
railway,service_station,ferrocarril	=	estació de servei
railway,technical_station,ferrocarril	=	estació_tècnica
railway,station/Proposal,ferrocarril	=	estació/Proposta
railway,derail,ferrocarril	=	fer descarrilar
railway,milestone,ferrocarril	=	fita
railway,power_supply,ferrocarril	=	font d'alimentació
railway,rail_brake,ferrocarril	=	fre_de_carril
railway,border,ferrocarril	=	frontera
railway,funicular,ferrocarril	=	funicular
railway,hump_yard,ferrocarril	=	gepa
railway,water_crane,ferrocarril	=	grua d'aigua
railway,historic,ferrocarril	=	històric
railway,historical,ferrocarril	=	històric
railway,yard,ferrocarril	=	iarda
railway,loading_gauge,ferrocarril	=	indicador de càrrega
railway,facility,ferrocarril	=	instal·lacions
railway,site,ferrocarril	=	lloc
railway,lubricator,ferrocarril	=	lubricador
railway,miniature,ferrocarril	=	miniatura
railway,monorail,ferrocarril	=	monocarril
railway,blockpost,ferrocarril	=	pal de bloqueig
railway,tram_stop,ferrocarril	=	parada de tramvia
railway,buffer_stop,ferrocarril	=	parada_bufer
railway,level_crossing,ferrocarril	=	pas a nivell
railway,turntable,ferrocarril	=	placa giratòria
railway,platform,ferrocarril	=	plataforma
railway,platform_edge,ferrocarril	=	plataforma_vora
railway,preserved,ferrocarril	=	Preservat
railway,loading_rack,ferrocarril	=	prestatge de càrrega
railway,proposed,ferrocarril	=	proposat
railway,PRT,ferrocarril	=	PRT
railway,radio,ferrocarril	=	ràdio
railway,loading_ramp,ferrocarril	=	rampa de càrrega
railway,wash,ferrocarril	=	rentar
railway,roundhouse,ferrocarril	=	rotonda
railway,isolated_track_section,ferrocarril	=	secció de via aïllada
railway,signal,ferrocarril	=	senyal
railway,spur_junction,ferrocarril	=	spur_junction
railway,subway,ferrocarril	=	subterrani
railway,workshop,ferrocarril	=	taller
railway,phone,ferrocarril	=	telèfon
railway,water_tower,ferrocarril	=	Torre d'aigua
railway,tram_crossing,ferrocarril	=	tram_crossing
railway,tram_level_crossing,ferrocarril	=	tram_level_crossing
railway,tram,ferrocarril	=	tramvia
railway,crossover,ferrocarril	=	Transversal
railway,traverser,ferrocarril	=	travessador
railway,light_rail,ferrocarril	=	Tren Lleuger
railway,narrow_gauge,ferrocarril	=	trocha_angosta
railway,junction,ferrocarril	=	unió
railway,vacancy_detection,ferrocarril	=	vacancy_detection
railway,viaduct,ferrocarril	=	viaducte
railway:preferred_direction,both,ferrocarril: adreça_preferida	=	ambdues coses
railway:preferred_direction,backward,ferrocarril: adreça_preferida	=	cap enrere
railway:preferred_direction,forward,ferrocarril: adreça_preferida	=	davanter
railway:vacancy_detection,axle_counter,ferrocarril: detecció de vacants	=	comptador d'eixos
railway:vacancy_detection,insulated_rail_joint,ferrocarril: detecció de vacants	=	junta de riel aïllada
railway:milestone:catenary_mast,no,ferrocarril: fita: catenary_mast	=	no
railway:milestone:emergency_brake_override,no,ferrocarril: fita: emergency_brake_override	=	no
railway:switch,default,ferrocarril: interruptor	=	defecte
railway:lzb,no,ferrocarril: lzb	=	no
railway:ballastless,no,ferrocarril: sense balast	=	no
railway:track_class,D4,ferrocarril: track_class	=	D4
ref:drain_zone,1,ferrocarril: track_ref	=	*
roof:height,2,ferrocarril: track_ref	=	*
railway:atb,no,ferrocarril:atb	=	no
railway:bidirectional,possible,ferrocarril:bidireccional	=	possible
railway:bidirectional,regular,ferrocarril:bidireccional	=	regular
railway:rail,continuous,ferrocarril:carril	=	continu
railway:electricity,joint,ferrocarril:electricitat	=	articulació
railway:track_ref,1,ferrocarril:etc.	=	*
railway:track_ref,2,ferrocarril:etc.	=	*
railway:etcs,no,ferrocarril:etc.	=	no
railway:gnt,no,ferrocarril:gnt	=	no
railway:switch:electric,no,ferrocarril:interruptor:elèctric	=	no
railway:ls,no,ferrocarril:ls	=	no
railway:local_operated,no,ferrocarril:operat_localment	=	no
railway:pzb,no,ferrocarril:pzb	=	no
railway:radio,analoque,ferrocarril:ràdio	=	analògic
railway:radio,gsm-r,ferrocarril:ràdio	=	gsm-r
railway:radio,analogue,ferrocarril:ràdio	=	terme anàleg
railway:signal:direction,forward,ferrocarril:senyal:direcció	=	davanter
railway:signal:distant,DE-ESO:vr,ferrocarril:senyal:distant	=	D'ESO:vr
railway:signal:distant:height,normal,ferrocarril:senyal:distant:alçada	=	normal
railway:signal:distant:form,light,ferrocarril:senyal:distant:forma	=	llum
railway:signal:shunting:form,light,ferrocarril:senyal:maniobra:formulari	=	llum
railway:signal:minor,DE-ESO:sh,ferrocarril:senyal:menor	=	D'ESO:sh
railway:signal:minor:height,dwarf,ferrocarril:senyal:menor:alçada	=	nan
railway:signal:minor:states,DE-ESO:hp0;DE-ESO:sh1,ferrocarril:senyal:menor:estats	=	DE-ESO:hp0;DE-ESO:sh1
railway:signal:minor:form,light,ferrocarril:senyal:menor:formulari	=	llum
railway:signal:position,right,ferrocarril:senyal:posició	=	Correcte
railway:signal:position,left,ferrocarril:senyal:posició	=	esquerra
railway:signal:main,DE-ESO:hp,ferrocarril:senyal:principal	=	D'ESO:hp
railway:signal:main:height,normal,ferrocarril:senyal:principal:alçada	=	normal
railway:signal:main:form,light,ferrocarril:senyal:principal:formulari	=	llum
railway:signal:main:function,intermediate,ferrocarril:senyal:principal:funció	=	intermedi
railway:signal:main:function,exit,ferrocarril:senyal:principal:funció	=	sortida
railway:signal:speed_limit,DE-ESO:lf7,ferrocarril:senyal:speed_limit	=	D'ESO:lf7
railway:signal:speed_limit,DE-ESO:zs3,ferrocarril:senyal:speed_limit	=	D'ESO:zs3
railway:signal:speed_limit:form,light,ferrocarril:senyal:speed_limit:formulari	=	llum
railway:signal:speed_limit:form,sign,ferrocarril:senyal:speed_limit:formulari	=	senyal
railway:signal:speed_limit_distant:height,normal,ferrocarril:senyal:velocitat_límit_distant:alçada	=	normal
railway:tbl,no,ferrocarril:tbl	=	no
railway:track_type,main,ferrocarril:tipus_de_via	=	principal
railway:traffic_mode,mixed,ferrocarril:traffic_mode	=	barrejat
railway:traffic_mode,passenger,ferrocarril:traffic_mode	=	passatger
railway:traffic_mode,freight,ferrocarril:traffic_mode	=	transport
railway:turnout_side,right,ferrocarril:turnout_side	=	Correcte
railway:turnout_side,left,ferrocarril:turnout_side	=	esquerra
man_made,drinking_fountain,fet per l'home	=	abeurador
man_made,sewage,fet per l'home	=	aigües residuals
man_made,well,fet per l'home	=	bé
man_made,bioreactor,fet per l'home	=	bioreactor
man_made,mounting_block,fet per l'home	=	bloc de muntatge
man_made,chute_block,fet per l'home	=	bloc de rampa
man_made,buoy,fet per l'home	=	boia
man_made,pump,fet per l'home	=	bomba
man_made,mountaineers_mailbox,fet per l'home	=	bústia de muntanyencs
man_made,submarine_cable,fet per l'home	=	cable submarí
man_made,spring_box,fet per l'home	=	caixa de ressort
man_made,campanile,fet per l'home	=	campanar
man_made,archimedes_screw,fet per l'home	=	cargol d'Arquimedes
man_made,ice_house,fet per l'home	=	casa de gel
man_made,telephone_exchange,fet per l'home	=	central telefònica
man_made,clarifier,fet per l'home	=	clarificador
man_made,fuel_column,fet per l'home	=	columna de combustible
man_made,tell,fet per l'home	=	comptar
man_made,wastewater_basin,fet per l'home	=	conca d'aigües residuals
man_made,slurry_basin,fet per l'home	=	conca de llots
man_made,summit_cross,fet per l'home	=	creu del cim
man_made,footwear_decontamination,fet per l'home	=	descontaminació de calçat
man_made,outfall,fet per l'home	=	desguàs
man_made,dike,fet per l'home	=	dic
man_made,levee,fet per l'home	=	dic
man_made,jetty,fet per l'home	=	embarcador
man_made,floating_storage,fet per l'home	=	emmagatzematge flotant
man_made,power_wind,fet per l'home	=	energia eòlica
man_made,power_hydro,fet per l'home	=	energia hidroelèctrica
man_made,power_nuclear,fet per l'home	=	energia nuclear
man_made,measurement_station,fet per l'home	=	estació de mesura
man_made,ground_station,fet per l'home	=	estació terrestre
man_made,tailings_pond,fet per l'home	=	estany de relaves
man_made,stupa,fet per l'home	=	estupa
man_made,guy_wire,fet per l'home	=	filferro tipus
man_made,hongsalmun,fet per l'home	=	hongsalmun
man_made,tombstone,fet per l'home	=	làpida sepulcral
man_made,architecture_line,fet per l'home	=	línia d'arquitectura
man_made,cut_line,fet per l'home	=	línia de tall
man_made,hunting_stand,fet per l'home	=	lloc de caça
man_made,Nesting_site,fet per l'home	=	Lloc de nidificació
man_made,meridian_marker,fet per l'home	=	marcador de meridià
man_made,bird_feeder,fet per l'home	=	menjadora per a ocells
man_made,guy,fet per l'home	=	noi
man_made,wildlife_opening,fet per l'home	=	obertura de vida silvestre
man_made,paifang,fet per l'home	=	paifang
man_made,video_wall,fet per l'home	=	paret de vídeo
man_made,guard_stone,fet per l'home	=	pedra de guàrdia
man_made,carpet_hanger,fet per l'home	=	penjador de catifes
man_made,pillar,fet per l'home	=	pilar
man_made,desalination_plant,fet per l'home	=	planta dessalinitzadora
man_made,launch_pad,fet per l'home	=	plataforma de llançament
man_made,polder,fet per l'home	=	pòlder
man_made,qanat,fet per l'home	=	qanat
man_made,oxidation_ditch,fet per l'home	=	rasa d'oxidació
man_made,compass_rose,fet per l'home	=	Rosa dels vents
man_made,beehive,fet per l'home	=	Rusc
man_made,ski_jump,fet per l'home	=	salt amb esquís
man_made,school_sentry,fet per l'home	=	sentinella de l'escola
man_made,funding_sign,fet per l'home	=	senyal de finançament
man_made,oil_gas_separator,fet per l'home	=	separador de gas d'oli
man_made,hot_water_tank,fet per l'home	=	tanc d'aigua calenta
man_made,septic_tank,fet per l'home	=	tanc sèptic
man_made,guy_insulator,fet per l'home	=	tipus aïllant
man_made,tomb,fet per l'home	=	tomba
man_made,graduation_tower,fet per l'home	=	torre de graduació
man_made,animal_trap,fet per l'home	=	trampa per a animals
man_made,ferry_cable,fet per l'home	=	transbordador
man_made,frost_fan,fet per l'home	=	ventilador de gebre
man_made,snow_net,fet per l'home	=	xarxa de neu
man_made,cricket_nets,fet per l'home	=	xarxes de cricket
wires,eightfold,filferros	=
wires,fivefold,filferros	=
wires,quad,filferros	=
wires,sixfold,filferros	=
wires,triple,filferros	=
wires,double,filferros	=	doble
wires,single,filferros	=	únic
physically_present,no,físicament present	=	no
lamp:count,1,flames_de_lampada	=	*
lanes,4,flames_de_lampada	=	*
bakehouse,*,fleca	=	*
FMMP_modified,no,FMMP_modificat	=	no
FMMP_reviewed,no,FMMP_revisat	=	no
source,*,font	=	*
fountain,drinking,font	=	Bevent
fountain,stone_block,font	=	bloc de pedra
fountain,bubbler,font	=	bombollejador
source,cadastre-dgi-fr_source_:_Direction_Générale_des_Finances_Publiques_-_Cadastre_;_mise_à_jour_:_2008,font	=	cadastre-dgi-fr font : Direction Générale des Finances Publiques - Cadastre ; posada al dia: 2008
fountain,roman_wolf,font	=	llop romà
fountain,nasone,font	=	nasone
fountain,bottle_refill,font	=	recàrrega d'ampolla
fountain,toret,font	=	toret
fountain,viktorija_zdenac,font	=	viktorija zdenac
fountain,wallace,font	=	Wallace
water_source,seasonal,font d'aigua	=	estacional
water_source,irrigated,font d'aigua	=	irrigat
water_source,main,font d'aigua	=	principal
water_source,river,font d'aigua	=	riu
power_source,biofuel,font d'alimentació	=	biocombustible
power_source,coal,font d'alimentació	=	carbó
power_source,waste,font d'alimentació	=	desaprofitar
power_source,gas,font d'alimentació	=	gas
power_source,hydro,font d'alimentació	=	hidre
power_source,nuclear,font d'alimentació	=	nuclear
power_source,oil,font d'alimentació	=	petroli
power_source,wind,font d'alimentació	=	vent
light_source,lantern,font de llum	=	llanterna
source_ref:url,https://www.flickr.com/photos/openstreetmap-albania/,font_ref:url	=	https://www.flickr.com/photos/openstreetmap-albania/
source:width,ARCore,font: ample	=	ARCore
source:wheelchair,STIF␣2019-01,font: cadira de rodes	=	STIF_2019-01
source:street,municipality,font: carrer	=	municipi
source:postcode,ONS,font: codi postal	=	ONS
source:postal_code,CNEFE,font: codi_postal	=	CNEFE
source:postal_code,La␣Poste␣-␣12/2014,font: codi_postal	=	La_Poste_-_12/2014
source:addr,ЕГРН,font: direcció	=
source:addr,*,font: direcció	=	*
source:addr,cuzk:ruian,font: direcció	=	cuzk:ruian
source:addr,GURS,font: direcció	=	GURS
source:outline,"maps4bw␣(LGL,␣www.lgl-bw.de);␣Mapbox␣Satellite","font: esquema	=	maps4bw_(LGL,_www.lgl-bw.de);_Mapbox_Satèl·lit"
source:geometry,*,font: geometria	=	*
source:geometry,ACTMapiRoads,font: geometria	=	ACTMapiCarreteres
source:geometry,ACTMapiTP,font: geometria	=	ACTMapiTP
source:geometry,Bing,font: geometria	=	Bing
source:geometry,NPWS_Estate,font: geometria	=	Finca NPWS
source:geometry,GURS,font: geometria	=	GURS
source:geometry,NSW_LPI_Imagery,font: geometria	=	Imatges LPI de Nova Gal·les del Sud
source:geometry,LPI_NSW_Imagery,font: geometria	=	Imatges LPI NSW
source:geometry,PSMA_Admin_Boundaries,font: geometria	=	Límits d'administració de PSMA
source:geometry,ACT2016,font: geometria	=	llei2016
source:geometry,NSW_LPI_Base_Map,font: geometria	=	Mapa base de LPI de Nova Gal·les del Sud
source:heritage,"data.gouv.fr,␣Ministère␣de␣la␣Culture␣-␣2016","font: herència	=	data.gouv.fr,_Ministère_de_la_Culture_-_2016"
source:hgv:state_network,NJDOT␣http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf,font: hgv: state_network	=	NJDOT_http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf
source:hgv:state_network,NYSDOT␣https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20access%20bk.pdf,font: hgv: state_network	=	NYSDOT_https://www.dot.ny.gov/divisions/operating/oom/transportation-systems/repository/2010%20trk%20access%20bk.pdf
source:imagery,ESRI␣&␣NYS␣Sat␣Imagery,font: imatges	=	ESRI_&_NYS_Sat_Imatges
source:damage,survey,font: mal	=	enquesta
source:filename,buildings.gml,font: nom de fitxer	=	edificis.gml
source:conscriptionnumber,kapor2,font: número de conscripció	=	kapor2
source:power,Enedis,font: poder	=	Enedis
source:prow_ref,definitive_statement,font: proa_ref	=	declaració_definitiva
source:tracer,scanaerial,font: rastrejador	=	scanaerial
source:ref,#ŻółtaNaklejkaPLK,font: referència	=	*
source:ref,rsd_cr,font: referència	=	rsd_cr
source:ref,OS_OpenData_StreetView,font: referència	=	Sistema operatiu OpenData StreetView
source:ref,Vialidad,font: referència	=	Vialitat
source:ref,www.ssc.sk,font: referència	=	www.ssc.sk
source:oneway,Esri␣World␣Imagery,font: unidireccional	=	Esri_Món_Imatges
source:old_ref:fap,ODOT␣http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx␣http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx,font:antiga_ref:fap	=
source:area,Bing,font:àrea	=	Bing
source:highway,schema_br2013,font:carretera	=	esquema_br2013
source:date,*,font:data	=	*
source:addr:postcode,code-point_open,font:direcció:codi postal	=	codi-punt_obert
source:addr:postcode,OS␣Open␣Data␣Codepoint,font:direcció:codi postal	=	OS_Open_Data_Codepoint
source:addr:postcode,OS␣Opendata␣Codepoint,font:direcció:codi postal	=	OS_Opendata_Codepoint
check_date,2021-07-01,font:direcció:data	=	*
nhd-shp:fdate,2002-01-10,font:direcció:data	=	*
source:addr:date,2021-01-01,font:direcció:versió	=	*
source:building,Bing,font:edifici	=	Bing
source:building,OS_OpenData_StreetView,font:edifici	=	OS_OpenData_StreetView
source:building,WroclawGIS,font:edifici	=	WroclawGIS
source:ele,barometric,font:el	=	baromètric
source:ele,BDOrtho␣IGN␣Hydroghaphie,font:el	=	BDOrtho_IGN_Hydroghaphie
source:ele,BDOrtho␣IGN␣Hydrographie,font:el	=	BDOrtho_IGN_Hydrographie
source:ele,gpx,font:el	=	gpx
source:ele,MDT5,font:el	=	MDT5
source:en,Bayamon␣Municipality,font:es	=	Bayamón_Municipi
source:en,Bayamón␣Municipality,font:es	=	Bayamón_Municipi
source:en,Guaynabo␣Municipality,font:es	=	Guaynabo_Municipi
source:en,Municipality␣of␣Caguas,font:es	=	Municipi_de_Cagües
source:en,"National-Land␣Numerical␣Information␣(Forest)␣2006,␣MLIT␣Japan","font:es	=	National-Land_Numerical_Information_(Bosc)_2006,_MLIT_Japó"
source:shape,Modified␣MS␣Footprints␣https://cugir.library.cornell.edu,font:forma	=	Modificat_MS_Footprints_https://cugir.library.cornell.edu
source:geometry:date,8/27/2010-4/4/2011,font:geometria:data	=	*
source:hgv,MassGIS,font:hgv	=	MassGIS
source:hgv,PennDOT␣ftp://ftp.dot.state.pa.us/public/Bureaus/BOMO/MC/Publication411.pdf,font:hgv	=	PennDOT_ftp://ftp.dot.state.pa.us/public/Bureaus/BOMO/MC/Publication411.pdf
source:hgv:national_network,Caltrans␣http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,font:hgv:red_nacional	=	Caltrans_http://www.dot.ca.gov/hq/traffops/trucks/truckmap/
source:hgv:national_network,"CDOT␣""Highway␣Data␣Explorer""","font:hgv:red_nacional	=	CDOT_""Highway_Data_Explorer"""
source:maxspeed,BE-BRU:urban,font:maxspeed	=	BE-BRU:urbà
source:maxspeed,BE-VLG:rural,font:maxspeed	=	BE-VLG:rural
source:maxspeed,BE-VLG:urban,font:maxspeed	=	BE-VLG:urbà
source:maxspeed,BE-WAL:rural,font:maxspeed	=	BE-WAL:rural
