id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
mdb-608,gtfs,,US,Virginia,Frederick County,WinTran,True,,,support+test+wintran-va-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/wintran-va-us/wintran-va-us.zip,0,,,https://files.mobilitydatabase.org/mdb-608/latest.zip,,39.035908,39.2084813977251,-78.268178,-78.143465090073,2025-10-10 00:18:49.907946+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Zone-Based Fares,,
mdb-609,gtfs,,US,California,Los Angeles County,Glendora Transportation Division,True,,,csinteractive@metro.net,,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/glendora-ca-us/glendora-ca-us.zip,0,,,https://files.mobilitydatabase.org/mdb-609/latest.zip,,34.0833929992766,34.1468809776457,-117.89009,-117.838194,2024-02-08 00:54:58.731083+00:00,inactive,Continuous Stops|Fare Products|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-610,gtfs,,US,Florida,,GoWal,True,,,support+test+gowal-fl-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/gowal-fl-us/gowal-fl-us.zip,0,,,https://files.mobilitydatabase.org/mdb-610/latest.zip,,30.3395255098718,30.722111,-86.1807470036327,-86.1105577,2024-02-08 01:03:07.843936+00:00,deprecated,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-611,gtfs,,US,Virginia,Tazewell County,Graham Transit,True,,,support+test+grahamtransit-va-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/grahamtransit-va-us/grahamtransit-va-us.zip,0,,,https://files.mobilitydatabase.org/mdb-611/latest.zip,,37.23229343482193,37.30739476496546,-81.34600417376448,-81.23479626233434,2025-07-30 01:25:52.884850+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-612,gtfs,,US,Colorado,Greeley,Greeley-Evans Transit (GET),,,,,,https://nextcloud.greeleygov.com/index.php/s/yf5gysdomcLyCib/download,0,,,,,,,,,,deprecated,,mdb-2076,
mdb-613,gtfs,,US,New York,Catskill,Greene County Transit,,,,,,https://s3.amazonaws.com/datatools-511ny/public/Greene_County_Transit.zip,0,,,https://files.mobilitydatabase.org/mdb-613/latest.zip,https://data.ny.gov/download/77gx-ii52/application/pdf,42.11024,42.453165,-74.435418,-73.778373,2025-11-26 00:49:27.791516+00:00,active,Continuous Stops|Feed Information|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Trips Wheelchair Accessibility,,
mdb-614,gtfs,,US,Wyoming,Laramie,Groome Transportation (Greenride),True,,,support+test+greenride-co-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/greenride-co-us/greenride-co-us.zip,0,,,https://files.mobilitydatabase.org/mdb-614/latest.zip,,39.849751,41.319546,-105.671434,-104.672284,2024-02-08 01:02:11.943742+00:00,inactive,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-615,gtfs,,US,North Carolina,Guilford County,Greensboro Transit Authority (GTA),True,,,info@mecatran.com,,https://app.mecatran.com/urb/ws/feed/c2l0ZT1ncmVlbnNib3JvO2NsaWVudD1zZWxmO2V4cGlyZT07dHlwZT1ndGZzO2tleT00ZDQ3MDYyMjNiNjI3ZjFmMTU1YzFiNGIxNTY0Mzg0ZDFjNzYyOTQy,0,,,https://files.mobilitydatabase.org/mdb-615/latest.zip,,35.95732764,36.147221,-80.00782431,-79.725459,2024-07-01 00:36:47.894638+00:00,inactive,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Transfers,,
mdb-616,gtfs,,US,California,,GTrans,True,,,support+test+gtrans-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/gtrans-ca-us/gtrans-ca-us.zip,0,,,https://files.mobilitydatabase.org/mdb-616/latest.zip,,33.789348268787,34.051940409636,-118.37830550252,-118.223107,2024-02-08 00:56:08.328272+00:00,deprecated,Continuous Stops|Fare Products|Fare Transfers|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,mdb-2270,
mdb-617,gtfs,,US,California,Guadalupe,Guadalupe Flyer,True,,,support+test+guadalupeflyer-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/guadalupeflyer-ca-us/guadalupeflyer-ca-us.zip,0,,,https://files.mobilitydatabase.org/mdb-617/latest.zip,,34.946112429823,34.9711071914409,-120.58919104014171,-120.43050668825,2025-07-26 00:24:32.645080+00:00,active,Continuous Stops|Fares V1|Feed Information|Location Types|Route Colors|Stops Wheelchair Accessibility|Zone-Based Fares,,
mdb-618,gtfs,,US,Maryland,Baltimore,Harbor Connector,True,,,support+test+harborconnector-md-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/harborconnector-md-us/harborconnector-md-us.zip,0,,,https://files.mobilitydatabase.org/mdb-618/latest.zip,,39.26628009354303,39.28580908470005,-76.61154110525244,-76.5740556363514,2025-08-07 03:31:47.084019+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-619,gtfs,,US,California,Stanislaus County,Turlock Transit,True,,,support+test+turlock-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/turlock-ca-us/turlock-ca-us.zip,0,,,https://files.mobilitydatabase.org/mdb-619/latest.zip,,37.47806104475514,37.551548,-120.905695,-120.798131436002,2025-11-25 00:50:44.301422+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Text-to-Speech|Zone-Based Fares,,
mdb-620,gtfs,,US,Indiana,Valparaiso,Valparaiso Transit,True,,,support+test+valpotransit-chi-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/valpotransit-chi-us/valpotransit-chi-us.zip,0,,,https://files.mobilitydatabase.org/mdb-620/latest.zip,,41.4552612,41.886761,-87.635139,-87.0139127,2025-12-06 00:29:52.535466+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-621,gtfs,,US,Virginia,Orange,Virginia Regional Transit,True,,,support+test+vatransit-va-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/vatransit-va-us/vatransit-va-us.zip,0,,,https://files.mobilitydatabase.org/mdb-621/latest.zip,,38.02890707490374,39.150374633585216,-78.49983573799393,-77.561757,2025-10-16 01:22:36.580557+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Zone-Based Fares,,
mdb-622,gtfs,,US,California,Berkeley,West Berkeley Shuttle,True,,,support+test+westberkeleyshuttle-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/westberkeleyshuttle-ca-us/westberkeleyshuttle-ca-us.zip,0,,,https://files.mobilitydatabase.org/mdb-622/latest.zip,,37.8513586852571,37.859964149085,-122.295178114587,-122.270110040259,2024-06-07 15:30:24.455841+00:00,deprecated,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,mdb-2238,
mdb-623,gtfs,,US,California,Los Angeles County,Go West Shuttle,True,,,support+test+westcovina-ca-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/westcovina-ca-us/westcovina-ca-us.zip,0,,,https://files.mobilitydatabase.org/mdb-623/latest.zip,,34.0022032814329,34.0868832783108,-117.954219468385,-117.872601420076,2024-06-07 15:52:11.012543+00:00,inactive,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-624,gtfs,,US,Massachusetts,Bristol County,Rhode Island Public Transit Authority,True,,,,,https://ripta.com/RIPTA-GTFS.zip,0,,,https://files.mobilitydatabase.org/mdb-624/latest.zip,,41.373951,42.018803,-71.829808,-71.154292,2026-01-06 01:27:21.802573+00:00,active,Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-625,gtfs,,US,Texas,Texas City,Connect Transit,True,,,support+test+gulfcoastcenter-tx-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/gulfcoastcenter-tx-us/gulfcoastcenter-tx-us.zip,0,,,https://files.mobilitydatabase.org/mdb-625/latest.zip,,28.9438134,29.5135344528876,-95.4648053214995,-94.89328642,2024-02-08 00:56:11.228713+00:00,inactive,Continuous Stops|Fares V1|Feed Information|Location Types|Shapes|Stops Wheelchair Accessibility,,
mdb-626,gtfs,,US,Florida,Orlando,Florida Department of Transportation (SunRail),True,,,,,https://corporate.sunrail.com/gtfs/google_transit.zip,0,,,https://files.mobilitydatabase.org/mdb-626/latest.zip,https://corporate.sunrail.com/about-sunrail/gtfs-data-download/,28.258907,29.01783,-81.484367,-81.298115,2025-11-19 00:59:12.256150+00:00,active,Bike Allowed|Fares V1|Headsigns|Shapes|Stops Wheelchair Accessibility|Trips Wheelchair Accessibility,,
mdb-627,gtfs,,FR,Auvergne-Rhône-Alpes,Saint-Étienne,Saint-Etienne Métropole,,Réseau de transport stéphanois (STAS),,,,https://www.data.gouv.fr/fr/datasets/r/8b3e71e2-1155-4fb0-bf4a-cdddbb496e29,0,,,,https://transport.data.gouv.fr/datasets/donnees-horaires-theoriques-gtfs-du-reseau-de-transport-de-la-metropole-de-saint-etienne-stas/,,,,,,active,,,
mdb-628,gtfs,,US,California,Union City,Union City Transit,True,,,support+test+unioncity-ca-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/unioncity-ca-us/unioncity-ca-us.zip,0,,,https://files.mobilitydatabase.org/mdb-628/latest.zip,,37.567764,37.612185,-122.082768,-122.002866,2024-02-08 00:51:45.291339+00:00,inactive,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-629,gtfs,,US,Vermont,Addison County,Chittenden County Transportation Authority (CCTA),True,,,support+test+ccta-vt-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/ccta-vt-us/ccta-vt-us.zip,0,,,https://files.mobilitydatabase.org/mdb-629/latest.zip,,44.010319,44.99747,-73.29892,-72.02065,2026-01-06 01:37:31.176721+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Transfers|Zone-Based Fares,,
mdb-630,gtfs,,US,Florida,Lecanto,Citrus County Transit,,,,,,https://ftis.org/PostFileDownload.aspx?id=152A0,0,,,https://files.mobilitydatabase.org/mdb-630/latest.zip,,,,,,,deprecated,,mdb-2257,
mdb-631,gtfs,,US,New Hampshire,Lebanon,Advance Transit,True,,,support+test+advancetransit-vt-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/advancetransit-vt-us/advancetransit-vt-us.zip,0,,,https://files.mobilitydatabase.org/mdb-631/latest.zip,,43.624711,43.7291705,-72.34355614,-72.0141935,2025-12-02 20:29:10.265712+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Zone-Based Fares,,
mdb-632,gtfs,,US,Oregon,Deschutes County,Eastern Point,True,,,support+test+easternpoint-or-us@trilliumtransit.com,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/easternpoint-or-us/easternpoint-or-us.zip,0,,,https://files.mobilitydatabase.org/mdb-632/latest.zip,,43.54207602,44.058021435071,-121.301143956693,-116.951137,2024-06-07 15:36:54.563441+00:00,inactive,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Shapes|Stops Wheelchair Accessibility,,
mdb-633,gtfs,,US,Oregon,Philomath,Valley Retriever Busline,True,,,support+valleyretriever-or-us@trilliumtransit.com,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/valleyretriever-or-us/valleyretriever-or-us.zip,0,,,https://files.mobilitydatabase.org/mdb-633/latest.zip,,44.0579701022706,45.5280202718972,-124.0604784,-121.300789117813,2024-06-07 15:29:10.522772+00:00,inactive,Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-634,gtfs,,US,Oregon,Eugene,Eugene to Coos Bay,True,,,support+eugenetocoosbay-or-us@trilliumtransit.com,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/eugenetocoosbay-or-us/eugenetocoosbay-or-us.zip,0,,,https://files.mobilitydatabase.org/mdb-634/latest.zip,,43.3690937400976,44.291248,-124.213689565659,-116.958099,2024-06-07 15:52:18.021798+00:00,inactive,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Shapes,,
mdb-635,gtfs,,US,Oregon,Portland,HUT Airport Shuttle,,,,,,http://oregon-gtfs.com/gtfs_data/hut-or-us/hut-or-us.zip,0,,,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/hut-airport-shuttle/467/20190528/gtfs.zip,,,,,,,deprecated,,mdb-132,
mdb-636,gtfs,,US,Oregon,Redmond,High Desert Point,,,,,,http://oregon-gtfs.com/gtfs_data/highdesertpoint-or-us/highdesertpoint-or-us.zip,0,,,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/tac-transportation/466/20190531/gtfs.zip,,,,,,,deprecated,,mdb-133,
mdb-637,gtfs,,US,Oregon,Cave Junction,SouthWest POINT,True,,,support+test+southwestpoint-or-us@trilliumtransit.com,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/southwestpoint-or-us/southwestpoint-or-us.zip,0,,,https://files.mobilitydatabase.org/mdb-637/latest.zip,,41.75243,42.44289,-124.288308,-121.74456016694,2024-06-07 15:54:32.253642+00:00,inactive,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Shapes|Stops Wheelchair Accessibility,,
mdb-638,gtfs,,US,Oregon,Clatsop County,NorthWest POINT,True,,,,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/northwestpoint-or-us/northwestpoint-or-us.zip,0,,,https://files.mobilitydatabase.org/mdb-638/latest.zip,,45.510194773438,46.19021,-123.9618428,-122.676247358322,2024-06-07 15:31:19.961641+00:00,inactive,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Shapes|Stops Wheelchair Accessibility,,
mdb-639,gtfs,,US,Oregon,Eugene,Cascade POINT,True,,,support+test+cascadespoint-or-us@trilliumtransit.com,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cascadespoint-or-us/cascadespoint-or-us.zip,0,,,https://files.mobilitydatabase.org/mdb-639/latest.zip,,44.0428,45.52899472,-123.102580956479,-122.5958316,2024-06-07 15:51:33.997503+00:00,inactive,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-640,gtfs,,US,North Carolina,,Charlotte Area Transit System (CATS),,,,,,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/charlotte-area-transit-system/1252/20211104/gtfs.zip,0,,,https://files.mobilitydatabase.org/mdb-640/latest.zip,,34.927049,35.509161,-81.179888,-80.558109,2024-06-07 15:40:21.710750+00:00,deprecated,Headsigns|Location Types|Shapes,mdb-2265,
mdb-641,gtfs,,FR,Auvergne-Rhône-Alpes,Grenoble,Mobilités M - OT Grenoble,,Téléphérique - Office de Tourisme,,,,https://data.mobilites-m.fr/api/gtfs/BUL,0,,,https://files.mobilitydatabase.org/mdb-641/latest.zip,https://data.mobilites-m.fr/blog/licence-d-utilisation-des-donnees,45.192984,45.198644,5.724519,5.726084,2025-02-20 00:42:06.589570+00:00,deprecated,Bike Allowed|Fares V1|Feed Information|Frequencies|Headsigns|Location Types|Route Colors|Stops Wheelchair Accessibility|Trips Wheelchair Accessibility,tdg-81618,Redirecting post TDG import
mdb-642,gtfs,,FR,Bourgogne-Franche-Comté,Auxerre,Communauté d'Agglomération de l'Auxerrois,,,,,,https://www.data.gouv.fr/fr/datasets/r/ade0bfc2-0e7a-4087-96dd-a76aeb61d196,0,,,https://files.mobilitydatabase.org/mdb-642/latest.zip,https://transport.data.gouv.fr/datasets/reseau-de-transports-en-commun-de-la-communaute-dagglomeration-de-lauxerrois/,47.697547,47.88059997,3.41888516,3.69321651,2025-08-30 00:34:00.034483+00:00,deprecated,Feed Information|Headsigns|Location Types|Route Colors|Stops Wheelchair Accessibility|Trips Wheelchair Accessibility,tdg-78934,Redirecting post TDG import
mdb-643,gtfs,,IT,Liguria,Rapallo,ATP Esercizio Srl,,,,,,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/atp-esercizio-srl/1203/20220905/gtfs.zip,0,,,https://files.mobilitydatabase.org/mdb-643/latest.zip,,44.1707573,44.6605186,8.56546783,9.61942291,2024-04-22 00:27:53.719704+00:00,inactive,Headsigns,,
mdb-644,gtfs,,US,Arizona,Flagstaff,RoadRunner,True,,,support+naipta-az-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/naipta-az-us/naipta-az-us.zip,0,,,https://files.mobilitydatabase.org/mdb-644/latest.zip,,35.15968333,35.33031,-111.719754,-111.5733528,2024-06-07 15:37:28.950175+00:00,inactive,Bike Allowed|Fares V1|Feed Information|Frequencies|Headsigns|Location Types|Route Colors|Shapes|Transfers,,
mdb-645,gtfs,,US,Massachusetts,Barnstable,Cape Cod Regional Transportation Authority (Cape Cod RTA),True,,,support+test+capecod-ma-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us.zip,0,,,https://files.mobilitydatabase.org/mdb-645/latest.zip,,41.52303,42.07937341328619,-70.669797,-69.961949,2025-11-29 01:00:51.389462+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Transfers|Zone-Based Fares,,
mdb-646,gtfs,,US,California,Tulare,Tulare County Area Transit (TCAT),True,,,support+test+tcrta-ca-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/tcrta-ca-us/tcrta-ca-us.zip,0,,,https://files.mobilitydatabase.org/mdb-646/latest.zip,,35.7615691983434,36.607934505301685,-119.458444,-118.73699570532042,2025-11-29 00:27:51.077508+00:00,active,Continuous Stops|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Transfers|Zone-Based Fares,,
mdb-647,gtfs,,AR,Buenos Aires,,Trenes Argentinos,,,,,,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/trenes-gtfs/trenes-gtfs.zip,0,,,https://files.mobilitydatabase.org/mdb-647/latest.zip,https://data.buenosaires.gob.ar/dataset/trenes-gtfs,-35.8738929,-34.0979051,-59.4336661,-57.8954007,2024-06-07 15:55:15.676863+00:00,inactive,Feed Information|Headsigns|Shapes,,
mdb-648,gtfs,,AT,Vienna,,"Wiener Lokalbahnen (WLB), Wiener Linien",,,,,,http://www.wienerlinien.at/ogd_realtime/doku/ogd/gtfs/gtfs.zip,0,,,https://files.mobilitydatabase.org/mdb-648/latest.zip,,47.99950209,48.30111117,16.19777442,16.54940197,2026-01-06 01:06:49.348821+00:00,active,Headsigns|Route Colors|Shapes,,
mdb-649,gtfs,,AU,Victoria,,Port Phillip Ferries,,,,,,https://github.com/PPF-GTFS/GTFS/raw/main/GTFS.zip,0,,,https://files.mobilitydatabase.org/mdb-649/latest.zip,,-38.14312171418421,-37.81696682290608,144.36218577889218,144.9450472321603,2024-06-07 15:42:12.985263+00:00,inactive,Attributions|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility,,
mdb-650,gtfs,,AU,Queensland,Townsville City,Translink Magnetic Island,True,,,,,https://gtfsrt.api.translink.com.au/GTFS/MAG_GTFS.zip,0,,,https://files.mobilitydatabase.org/mdb-650/latest.zip,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/81030a70-b1e1-4cb1-b7ae-67051d1368e5,-19.180021,-19.117024,146.837611,146.868939,2025-09-11 16:20:08.039972+00:00,active,Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
mdb-651,gtfs,,AU,Queensland,Fraser Coast Regional,TransLink Maryborough-Hervey Bay,,,,,,https://gtfsrt.api.translink.com.au/GTFS/MHB_GTFS.zip,0,,,https://files.mobilitydatabase.org/mdb-651/latest.zip,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/ee40c2d4-f170-426d-9719-3cc3e32c567c,-25.560525,-25.183988,152.558177,152.908899,2025-09-25 00:19:07.930172+00:00,active,Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
mdb-652,gtfs,,AU,Queensland,Redland City,TransLink North Stradbroke Island,,,,,,https://gtfsrt.api.translink.com.au/GTFS/NSI_GTFS.zip,0,,,https://files.mobilitydatabase.org/mdb-652/latest.zip,,-27.50324,-27.394988,153.40117,153.543723,2025-11-08 00:50:34.850551+00:00,active,Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
mdb-653,gtfs,,AU,Queensland,Toowoomba Regional,Bus Queensland Toowoomba (Bus Qld Toowoomba),,,,,,https://gtfsrt.api.translink.com.au/GTFS/TWB_GTFS.zip,0,,,https://files.mobilitydatabase.org/mdb-653/latest.zip,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/48501fd9-148b-4b96-a9fa-b412d768048c,-27.611151,-27.257122,151.869584,152.06874,2025-12-04 01:01:47.856114+00:00,active,Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
mdb-654,gtfs,,AU,Queensland,Southern Downs Regional,Haidleys Panoramic Coaches,,,,,,https://gtfsrt.api.translink.com.au/GTFS/WAR_GTFS.zip,0,,,https://files.mobilitydatabase.org/mdb-654/latest.zip,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/4b6cc276-0d70-4c9c-adac-0b8cb384268a,-28.238421,-28.194167,151.985483,152.044586,2025-11-30 00:41:02.970441+00:00,active,Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
mdb-655,gtfs,,AU,Queensland,Livingstone Shire,Youngs Bus Service,,,,,,https://gtfsrt.api.translink.com.au/GTFS/YEP_GTFS.zip,0,,,https://files.mobilitydatabase.org/mdb-655/latest.zip,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/63dec6b1-bb77-470f-bb34-54fa0db3d6a7,-23.645364,-23.099773,150.38752,150.826186,2024-05-13 00:15:48.492151+00:00,inactive,Feed Information|Headsigns|Location Types|Route Colors|Shapes,,
mdb-656,gtfs,,FR,Brittany,Vannes,Kicéo,,,,,,https://ratpdev-mosaic-prod-bucket-raw.s3-eu-west-1.amazonaws.com/21/exports/1/gtfs.zip,0,,,,https://transport.data.gouv.fr/datasets/offre-de-transport-du-reseau-de-vannes-kiceo-donnees-theoriques-et-temps-reel/,,,,,,active,,,
mdb-657,gtfs,,AU,Victoria,Melbourne,Public Transport Victoria (PTV),,,,,,http://data.ptv.vic.gov.au/downloads/gtfs.zip,0,,,https://files.mobilitydatabase.org/mdb-657/latest.zip,https://www.data.vic.gov.au/data/dataset/ptv-timetable-and-geographic-information-2015-gtfs,,,,,,active,,,
mdb-658,gtfs,,FR,Bourgogne-Franche-Comté,Chalon-sur-Saône,Le Grand Chalon,,,,,,https://www.data.gouv.fr/fr/datasets/r/7d3fd400-c55e-4994-9d85-de1dd4291dcb,0,,,https://files.mobilitydatabase.org/mdb-658/latest.zip,https://transport.data.gouv.fr/datasets/horaires-theoriques-du-reseau-zoom-le-grand-chalon-gtfs,46.654786,46.955736,4.633575,4.9936,2024-02-08 00:52:16.803775+00:00,deprecated,Bike Allowed|Headsigns|Route Colors|Shapes|Stops Wheelchair Accessibility|Trips Wheelchair Accessibility,tdg-82664,Redirecting post TDG import
mdb-659,gtfs,,FR,Bourgogne-Franche-Comté,Côte-d'Or,Région Bourgogne-Franche-Comté,,,,,,https://exs.mobigo.cityway.fr/gtfs.aspx?key=OPENDATA&operatorCode=UT21,0,,,https://files.mobilitydatabase.org/mdb-659/latest.zip,https://transport.data.gouv.fr/datasets/reseau-de-transport-interurbain-mobigo-en-bourgogne-franche-comte,46.9543048,47.9871388,3.9078996,5.5961508,2025-12-18 01:14:03.564725+00:00,active,Headsigns|Location Types|Stops Wheelchair Accessibility|Transfers,,
mdb-660,gtfs,,AU,South Australia,Adelaide City Council,Adelaide Metro,,,,,,https://gtfs.adelaidemetro.com.au/v1/static/latest/google_transit.zip,0,,,https://files.mobilitydatabase.org/mdb-660/latest.zip,,-35.339223,-34.571043,138.445316,139.036087,2026-01-09 01:53:33.274825+00:00,active,Feed Information|Headsigns|Location Types|Route Colors|Shapes|Transfers|Trips Wheelchair Accessibility,,
mdb-661,gtfs,,FR,Centre-Val de Loire,Tours,Tours Métropole Val de Loire,,Fil Bleu,,,,https://data.tours-metropole.fr/api/v2/catalog/datasets/zip-horaires-theoriques-du-reseau-fil-bleu-tours-metropole-gtfs/files/aa7f5e79190470545a898703a9c140be,0,,,,https://transport.data.gouv.fr/datasets/horaires-theoriques-du-reseau-fil-bleu-tours-metropole-gtfs,,,,,,deprecated,,mdb-1987,
mdb-662,gtfs,,FR,Hauts-de-France,Amiens Métropole,Ametis,,,,,,https://www.data.gouv.fr/fr/datasets/r/1e116130-3670-496d-b8dc-cb8c628dd8b6,0,,,,https://transport.data.gouv.fr/datasets/fichier-gtfs/,,,,,,deprecated,,mdb-1988,
mdb-663,gtfs,,FR,Hauts-de-France,Longuenesse,Communauté dʼAgglomération du Pays de Saint-Omer,,,,,,https://www.data.gouv.fr/fr/datasets/r/5ec3d89e-cd57-4416-a5ba-c84c4784f958,0,,,,https://transport.data.gouv.fr/datasets/transports-en-commun-audomarois-1,,,,,,deprecated,,mdb-1989,
mdb-664,gtfs,,FR,Hauts-de-France,Dunkirk,Communauté Urbaine de Dunkerque (Réseau Dk Bus),,,,,,https://www.data.gouv.fr/fr/datasets/r/c82ea9cd-f9b0-4ce3-ad04-139f4f2f1e84,0,,,,https://transport.data.gouv.fr/datasets/offre-de-transports-reseau-dk-bus-de-la-communaute-urbaine-de-dunkerque-gtfs,,,,,,deprecated,,mdb-1990,
mdb-665,gtfs,,AU,Tasmania,City of Clarence,MetroTas Hobart,,,,,,http://www.metrotas.com.au/wp-content/uploads/transit/Hobart/google_transit.zip,0,,,https://files.mobilitydatabase.org/mdb-665/latest.zip,,-43.31239511583733,-41.04707909408461,145.318106,148.303394,2025-09-11 16:35:30.037980+00:00,active,Headsigns|Location Types|Route Colors|Shapes|Transfers|Trips Wheelchair Accessibility,,
mdb-666,gtfs,,AU,New South Wales,Tweed Shire Council,Byron Easybus,,,,,,https://addtransit.com/gtfsfile/54743/ByronEasybus.zip,0,,,https://files.mobilitydatabase.org/mdb-666/latest.zip,,-28.869311578117728,-27.38539101196501,153.018619,153.61247062683103,2024-06-07 15:56:43.439579+00:00,inactive,Bike Allowed|Feed Information|Headsigns|Location Types|Stops Wheelchair Accessibility|Trips Wheelchair Accessibility,,
