route_id,trip_id,nota
"1818",1796953,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796963,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796971,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796973,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796974,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1818",1796975,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"0105",1803263,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0105",1803266,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0707",1803954,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0921",1806644,"Parades a la demanda: Calbet. Reserva prèvia al tlf. 938041213 amb 24 hores d'antelació"
"0921",1806648,"Parades a la demanda: Calbet. Reserva prèvia al tlf. 938041213 amb 24 hores d'antelació"
"1900",1806798,"Servei a la demanda Clic.cat Ripoll&#232;s. Reserva pr&#232;via al tlf.972 747181 amb 15 minuts de marge"
"1890",1792541,"Reserva pr&#232;via a trav&#233;s de la app Clic.cat."
"1567",1801593,"Circularà quan el funicular no estigui en servei"
"1567",1801595,"Circularà quan el funicular no estigui en servei"
"1567",1801606,"Circularà quan el funicular no estigui en servei"
"0783",1814678,"Servei a la demanda. Reserva prèvia al tlf. 936325133 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app Clic.cat
"
"1699",1793118,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793119,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793122,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793126,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793134,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793151,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793159,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793160,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793165,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793182,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793187,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793217,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1803",1797722,"Els dijous de 7:00 a 16:00 (dies de mercat) no para a ""c. Mercè (CAP)"""
"1803",1797723,"Els dijous de 7:00 a 16:00 (dies de mercat) no para a ""c. Mercè (CAP)"""
"1803",1797733,"Els dijous de 7:00 a 16:00 (dies de mercat) no para a ""c. Mercè (CAP)"""
"1699",1793233,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793236,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793242,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793244,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1699",1793247,"Parades a la demanda: Les Ginesteres i Veïnat de Madà. Reserva prèvia al tlf. 900130014 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1740",1791832,"No circula el 25/12 ni el 1/01"
"1740",1791835,"No circula el 25/12 ni el 1/01"
"1740",1791844,"No circula el 25/12 ni el 1/01"
"1740",1791856,"No circula el 25/12 ni el 1/01"
"0145",1803276,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0242",1816391,"Dies que el Parc d'Atraccions del Tibidabo està tancat"
"0382",1808985,"Dies lectius de la UAB"
"1492",1819888,"Excepte festes locals a Barcelona"
"1792",1819773,"Excepte festes locals a Barcelona"
"1792",1819777,"Excepte festes locals a Barcelona"
"1492",1819914,"Excepte festes locals a Barcelona"
"1898",1809627,"Servei a la demanda Clic.cat Ripoll&#232;s. Reserva pr&#232;via al tlf.972 747181 amb 15 minuts de marge"
"1792",1819807,"Excepte festes locals a Barcelona"
"1792",1819810,"Excepte festes locals a Barcelona"
"1492",1819845,"Excepte festes locals a Barcelona"
"1492",1819852,"Excepte festes locals a Barcelona"
"1492",1819864,"Excepte festes locals a Barcelona"
"0482",1814042,"Servei a la demanda els divendres feiners. Reserva prèvia al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge"
"0482",1814045,"Servei a la demanda els divendres feiners. Reserva prèvia al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge"
"0482",1814055,"Servei a la demanda els divendres feiners. Reserva prèvia al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge"
"0482",1814065,"Servei a la demanda els divendres feiners. Reserva prèvia al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge"
"1055",1818438,"Parada Urb. Alzineta, Can Gordei i la Miralba exclusivament a la demanda pr&#232;via trucada al 938937060 el dia abans de 9 a 19h"
"0502",1808593,"Dies lectius de la UAB"
"0502",1808594,"Dies lectius de la UAB"
"1280",1811929,"El servei s'efectuarà només els dies d'obertura del centre comercial la Roca Village"
"0308",1809667,"Parades a la demanda: Ctra de Castelltallat, BV-3008-laVall, Av. Dels Ametllers (Fonollosa), Monistrolet (Rajadell) i els municipis d'Aguilar de Segarra i Sant Pere Sallavinera. Reserva pr&#232;via al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge o b&#233; a trav&#233;s de la app Sagal&#233;s on Demand"
"0308",1809675,"Parades a la demanda: Ctra de Castelltallat, BV-3008-laVall, Av. Dels Ametllers (Fonollosa), Monistrolet (Rajadell) i els municipis d'Aguilar de Segarra i Sant Pere Sallavinera. Reserva pr&#232;via al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge o b&#233; a trav&#233;s de la app Sagal&#233;s on Demand"
"1793",1819721,"Excepte festes locals a Barcelona"
"1793",1819722,"Excepte festes locals a Barcelona"
"1793",1819728,"Excepte festes locals a Barcelona"
"1793",1819730,"Excepte festes locals a Barcelona"
"1280",1811942,"El servei s'efectuarà només els dies d'obertura del centre comercial la Roca Village"
"1280",1811946,"El servei s'efectuarà només els dies d'obertura del centre comercial la Roca Village"
"1280",1811967,"El servei s'efectuarà només els dies d'obertura del centre comercial la Roca Village"
"1365",1824760,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824781,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824817,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824819,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824820,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824831,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824837,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824848,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824853,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824858,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"1365",1824861,"Parades a la demanda: Torrentfondo, Can Parellada, El Taió, Sant Joan Samora, Can Benet i Monistrol d'Anoia. Reserva prèvia al tlf. 639868178 amb 24 hores d'antelació"
"0245",1824669,"Reserva pr&#232;via al 647 32 68 16 de 08.30 a 17.00 hores fins a les 17.00 del dia anterior a la data del viatge."
"0245",1824671,"Reserva pr&#232;via al&#160;647 32 68 16 de 08.30&#160;a 17.00 hores fins a les 17.00 del dia anterior a la data del viatge."
"0245",1824676,"Reserva pr&#232;via al&#160;647 32 68 16 de 08.30&#160;a 17.00 hores fins a les 17.00 del dia anterior a la data del viatge."
"0481",1825528,"Torre del Breny: parada a la demanda."
"0675",1826752,"Reserva d'un màxim de 20 places per transport escolar"
"0675",1826762,"Reserva d'un màxim de 20 places per transport escolar"
"0675",1826773,"Reserva d'un màxim de 20 places per transport escolar"
"0101",1828623,"Expedició que forma part del Bus Exprés e1 Lleida-Cervera"
"0101",1828627,"Expedició que forma part del Bus Exprés e1 Lleida-Cervera"
"0696",1828923,"A la demanda"
"0696",1828924,"A la demanda"
"0696",1828931,"Efectua parada a l'estació de tren de Lleida"
"0199",1836902,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1836910,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1836913,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1836927,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1836939,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1836954,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1836996,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1836997,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1837003,"excepte Segon Dilluns de Pasqua i 24/09"
"0371",1831174,"I festes locals a Barcelona"
"0371",1831193,"I festes locals a Barcelona"
"0371",1831195,"I festes locals a Barcelona"
"0199",1837022,"excepte Segon Dilluns de Pasqua i 24/09"
"0199",1837046,"excepte Segon Dilluns de Pasqua i 24/09"
"0371",1831280,"Prov&#233; de Guimer&#224; (L0183)"
"0371",1831290,"Prov&#233; de Guissona; veure L0361"
"0471",1833358,"Servei a la demanda. Reserva prèvia al tlf. 938746800 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1806",1831079,"Parades a la demanda: Masia Can Montcau. Reserva prèvia al tlf. 900130014 fins a les 20.00h del dia anterior a la data del viatge"
"1806",1831113,"Parades a la demanda: Masia Can Montcau. Reserva prèvia al tlf. 900130014 fins a les 20.00h del dia anterior a la data del viatge"
"1794",1828670,"Parades a la demanda: Colònia Borgonyà i Vila-seca. Reserva prèvia al tlf. 938892577 fins a les 19.00h del dia anterior a la data del viatge o bé a través de la app Sagalés on Demand"
"1664",1831468,"Línia Igualada-Tgna. Connexió a Montblanc amb Lleida-Tgna"
"0473",1833354,"Rvier Park: servei a la demanda. Reserva pr&#232;via al tlf. 938746800 amb 24 hores d'antelaci&#243; o b&#233; a trav&#233;s de la app Sagal&#233;s on Demand"
"0808",1889586,"Bus r&#224;pid"
"1649",1892695,"Expedició que forma part del Bus Exprés e2 Lleida-Alfarràs"
"1605",1892718,"Excepte festius local de Barcelona"
"1649",1888805,"Expedició que forma part del Bus Exprés e2 Lleida-Alfarràs"
"1649",1888808,"Expedició que forma part del Bus Exprés e2 Lleida-Alfarràs"
"1649",1888811,"Expedició que forma part del Bus Exprés e2 Lleida-Alfarràs"
"0704",1892892,"Servei a demanda a les parades:&#10;&#10;3-Cementiri&#10;&#10;6-Montalmar&#10;&#10;7-Cam&#237; del Transformador- av. Regadiu&#10;&#10;11-CEIP Sot del Camp&#10;&#10;12-Cam&#237; del Pedr&#243;- Can Calella&#10;&#10;13-Parc Gabrielistes&#10;&#10;14-Pg. Pins- Can Ripoll&#10;&#10;15-Montaltparc (c. Montseny- c. Cad&#237;)&#10;&#10;16-Les &#192;nimes (Costa Brava &#8211;&#10;Costa Daurada)"
"1649",1888831,"Expedició que forma part del Bus Exprés e2 Lleida-Alfarràs"
"1649",1888834,"Expedició que forma part del Bus Exprés e2 Lleida-Alfarràs"
"1652",1874721,"En poblacions amb més d'una parada s'indica l'horari de la parada principal."
"1652",1874732,"En poblacions amb més d'una parada s'indica l'horari de la parada principal."
"1652",1874733,"En poblacions amb més d'una parada s'indica l'horari de la parada principal."
"1652",1874738,"En poblacions amb més d'una parada s'indica l'horari de la parada principal."
"0800",1880303,"En aquesta expedició es realitza reserva de places per a transport escolar"
"1649",1888774,"Expedició que forma part del Bus Exprés e2 Lleida-Alfarràs"
"0315",1873204,"Servei a la demanda. Reserva prèvia al tlf. 659104575 amb 24 hores d'antelació"
"0315",1873206,"Servei a la demanda. Reserva prèvia al tlf. 659104575 amb 24 hores d'antelació"
"1149",1881152,"Parada a Torrelavit a la demanda. Cal comunicar-ho al xofer."
"1149",1881175,"Parada a Torrelavit a la demanda. Cal comunicar-ho al xofer."
"0123",1878137,"I nits de la Revetlla de Sant Joan, la de Cap d'Any i la de la Festivitat de la Mercè"
"0123",1878140,"Nits"
"0492",1886324,"Dies lectius de la UAB"
"0492",1886325,"Dies lectius de la UAB"
"0492",1886331,"Dies lectius de la UAB"
"2160",1891434,"Connexi&#243; per a usuaris escolars en sentit Pobla Montorn&#232;s"
"1605",1892727,"Excepte festius local de Barcelona"
"0308",1894009,"Parades a la demanda: Ctra de Castelltallat, BV-3008-laVall, Av. Dels Ametllers (Fonollosa), Monistrolet (Rajadell) i els municipis d'Aguilar de Segarra i Sant Pere Sallavinera. Reserva pr&#232;via al tlf. 938746800 fins a les 19.00h del dia anterior a la data del viatge o b&#233; a trav&#233;s de la app Sagal&#233;s on Demand"
"1649",1892697,"Expedició que forma part del Bus Exprés e2 Lleida-Alfarràs"
"0288",1891891,"Parades a la demanda: Val&#232;ncia d'&#192;neu. Reserva pr&#232;via al tlf. 647326816 com a m&#224;xim fins a les 17.00 hores del dia anterior al servei."
"0288",1891911,"Parades a la demanda: Val&#232;ncia d'&#192;neu. Reserva pr&#232;via al tlf. 647326816 com a m&#224;xim fins a les 17.00 hores del dia anterior al servei."
"0288",1891913,"Parades a la demanda: Val&#232;ncia d'&#192;neu. Reserva pr&#232;via al tlf. 647326816 com a m&#224;xim fins a les 17.00 hores del dia anterior al servei."
"0288",1891918,"Parades a la demanda: Val&#232;ncia d'&#192;neu. Reserva pr&#232;via al tlf. 647326816 com a m&#224;xim fins a les 17.00 hores del dia anterior al servei."
"0580",1581382,"Parades a la demanda: Querol. Reserva prèvia al tlf. 977547290 amb 24 hores d'antelació"
"0420",1580514,"Excepte festes locals a Barcelona"
"0420",1580515,"Excepte festes locals a Barcelona"
"0582",1580520,"Expedició que forma part del Bus Exprés e6 Vilafranca-Barcelona"
"0571",1597730,"Expedicions a la demanda: 1a sortida de Porrera a Torroja i última en sentit invers. Reserva prèvia al tlf. 977831871 fins a les 17.00h del dia anterior a la data del viatge"
"1836",1597909,"Servei a la demanda Clic.cat Gironès. Reserva prèvia al tlf. 972204868 de 8 a 20h o bé a través de la app Nemi amb 15 minuts de marge"
"0040",1598150,"Servei a la demanda. Reserva prèvia al tlf. 665219814 amb 24 hores d'antelació"
"0420",1598240,"Excepte festes locals a Barcelona"
"0577",1598406,"desembre, gener, febrer i març"
"0398",1598595,"Si divendres és festiu s'efectuarà el dijous feiner anterior"
"0396",1596784,"Expedicions a la demanda: 1 exp. dilluns i dimarts lectius i 1 exp. de dilluns a divendres feiners no lectius i dimecres, dijous i divendres feiners lectius Reus-La Figuera, parada a Coll de la Teixeta a la demanda . Reserva prèvia al tlf. 977831871 fins a les 12.00h del dia anterior a la data del viatge"
"0295",1596864,"A Falset, enllaç línies F-1, F-2, F-3 i F-4 del CC Priorat.Exp. amb reserv places escolars"
"0535",1598696,"Dia de mercat a Olot"
"1612",1598758,"Servei a la demanda. Reserva prèvia al tlf. 938912561 amb 24 hores d'antelació"
"1612",1598760,"Servei a la demanda. Reserva prèvia al tlf. 938912561 amb 24 hores d'antelació"
"0405",1598780,"Servei a la demanda de dilluns a divendres. Reserva prèvia al tlf. 607848926 fins a les 17.00h del dia anterior a la data del viatge"
"0271",1599896,"Expedicions a la demanda: Artesa a El Cogul. Reserva prèvia al tlf. 900106848"
"0247",1600032,"Servei a la demanda. Reserva prèvia al tlf. 973532127 amb 24 hores d'antelació"
"1463",1600390,"De dilluns posterior a Setmana Santa al 13/06"
"0406",1598884,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1624",1599334,"."
"0248",1603387,"Servei a la demanda. Reserva prèvia al tlf. 973532127 amb 24 hores d'antelació"
"1658",1604650,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0406",1605143,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0469",1605146,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0217",1605154,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0217",1605156,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0217",1605157,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1663",1605162,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1663",1605164,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1658",1605173,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1782",1605176,"Servei a la demanda. Reserva prèvia al tlf. 900696566 amb 24 hores d'antelació o bé a través de la app TAD CAT"
"1660",1604348,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0271",1604451,"Expedicions a la demanda: Artesa a El Cogul. Reserva prèvia al tlf. 900106848"
"0151",1604555,"Dies lectius de la UAB"
"1603",1603773,"Servei a la demanda. Reserva prèvia al tlf. 659288974 amb 24 hores d'antelació"
"1624",1603819,"."
"1624",1603824,"."
"0271",1603897,"Expedicions a la demanda: Artesa a El Cogul. Reserva prèvia al tlf. 900106848"
"1574",1595234,"Servei a la demanda. Reserva prèvia al tlf. 938892577 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1782",1595100,"Servei a la demanda. Reserva prèvia al tlf. 900696566 amb 24 hores d'antelació o bé a través de la app TAD CAT"
"1782",1595120,"Servei a la demanda. Reserva prèvia al tlf. 900696566 amb 24 hores d'antelació o bé a través de la app TAD CAT"
"1575",1594136,"Servei a la demanda. Reserva prèvia al tlf. 938892577 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"1575",1594137,"Servei a la demanda. Reserva prèvia al tlf. 938892577 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"0223",1594248,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0311",1605686,"Servei a la demanda. Reserva prèvia al tlf. 938662121 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"0571",1603170,"Expedicions a la demanda: 1a sortida de Porrera a Torroja i última en sentit invers. Reserva prèvia al tlf. 977831871 fins a les 17.00h del dia anterior a la data del viatge"
"0406",1602144,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1828",1602150,"Servei a la demanda. Reserva prèvia al tlf. 900696566 amb 24 hores d'antelació o bé a través de la app TAD CAT"
"1032",1601621,"Servei a la demanda. Reserva prèvia al tlf. 669753510 amb 24 hores d'antelació"
"0715",1582800,"Només dies d'obertura de Port Aventura"
"0223",1582816,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0226",1582824,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0815",1583404,"Expedicions a la demanda: Vilanova de Prades a Prades. Reserva prèvia al tlf. 977547290"
"0815",1583405,"Expedicions a la demanda: Vilanova de Prades a Prades. Reserva prèvia al tlf. 977547290"
"0407",1583827,"Expedicions a la demanda: Morera Montsant a Cornudella Montsant. Reserva prèvia al tlf. 977547290"
"0339",1588036,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1090",1589676,"Servei a la demanda. Reserva prèvia al tlf. 629742020 amb 24 hores d'antelació"
"1661",1586021,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0580",1590881,"Parades a la demanda: Querol. Reserva prèvia al tlf. 977547290 amb 24 hores d'antelació"
"0311",1590069,"Servei a la demanda. Reserva prèvia al tlf. 938662121 amb 24 hores d'antelació o bé a través de la app Sagalés on Demand"
"0664",1586202,"Mercat a l'Arboç"
"1059",1591043,"Servei a la demanda. Reserva prèvia al tlf. 973620733 amb 24 hores d'antelació"
"0731",1586348,"Mentre el Balneari és obert"
"0414",1586590,"Expedicions a la demanda: tram entre La Pobla de Lillet i Berga. Reserva prèvia al tlf. 902422242"
"0151",1584293,"Dies lectius de la UAB"
"0151",1584301,"Dies lectius de la UAB"
"0524",1586620,"Reserva d'un màxim de 30 places per transport escolar"
"0485",1586738,"Festivitat de la Mare de Déu de Montserrat"
"1660",1588294,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1661",1588296,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1662",1588299,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0420",1586959,"Excepte festes locals a Barcelona"
"0410",1588796,"Dies d'obertura de Port Aventura fins a les 21:00h o més tard"
"0284",1588842,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"0271",1585073,"Expedicions a la demanda: Artesa a El Cogul. Reserva prèvia al tlf. 900106848"
"1829",1592302,"Servei a la demanda. Reserva prèvia al tlf. 900696566 amb 24 hores d'antelació o bé a través de la app TAD CAT"
"0776",1587656,"Servei a la demanda. Reserva prèvia al tlf. 629742020 amb 24 hores d'antelació"
"1751",1592473,"Servei a la demanda. Reserva prèvia al tlf. 973532127 amb 24 hores d'antelació"
"0851",1587752,"Servei a la demanda. Reserva prèvia al tlf. 667562705 amb 24 hores d'antelació"
"0854",1587756,"Servei a la demanda. Reserva prèvia al tlf. 667562705 amb 24 hores d'antelació"
"0860",1587762,"Servei a la demanda. Reserva prèvia al tlf. 630066624 amb 24 hores d'antelació"
"0151",1592659,"Dies lectius de la UAB"
"0151",1592668,"Dies lectius de la UAB"
"0151",1592679,"Dies lectius de la UAB"
"0410",1589291,"Dies d'obertura de Port Aventura fins a les 20:00"
"1546",1611662,"El servei s'efectuarà només els dies d'obertura del centre comercial la Roca Village"
"1546",1611666,"El servei s'efectuarà només els dies d'obertura del centre comercial la Roca Village"
"1624",1610347,"."
"1624",1610398,"."
"0662",1610614,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1838",1611032,"Servei a la demanda Clic.cat el Pla de l'Estany. Reserva prèvia al tlf. 972204868 de 8 a 20h o bé a través de la app Nemi amb 15 minuts de marge"
"0226",1608627,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1659",1608636,"Servei a la demanda. Reserva prèvia al tlf. 900696566 abans de les 17.00h del dia anterior a la data del viatge o bé a través de la app TAD CAT"
"1835",1610512,"Servei a la demanda Clic.cat Gironès. Reserva prèvia al tlf. 972204868 de 8 a 20h o bé a través de la app Nemi amb 15 minuts de marge"
"1045",1673900,"No circula el 24/12 ni el 31/12"
"1147",1675825,"Parades a la demanda: Residència Can Serra. Reserva prèvia al tlf. 937713017 fins a les 14.00h del dia anterior a la data del viatge"
"1147",1675826,"Parades a la demanda: Residència Can Serra. Reserva prèvia al tlf. 937713017 fins a les 14.00h del dia anterior a la data del viatge"
"1200",1676426,"Dies lectius de la UAB"
"0256",1677026,"Expedició que forma part del Bus Exprés e6 Vilafranca-Barcelona"
"0024",1678622,"Servei a la demanda. Reserva prèvia al tlf. 938892577 fins a les 18.00h del dia anterior a la data del viatge o bé a través de la app Sagalés on Demand"
